id;date;tweet;user;class
338;2022-03-16 05:11:31+00:00;Ngomong big data tapi tidak di publis big datanya. Siapa saja yg di survei, dan bagaimana metode surveinya. Ah sudahlah.. lebih baik pemerintah fokus terkait minyak goreng yg langka dst, daripada ribut soal penundaan pemilu;Alya Nadila;negatif
339;2022-03-16 04:34:17+00:00;Inilah Penyebab Minyak Goreng Langka dan Harganya Mahal, Padahal Pemerintah Klaim Stoknya Melimpah  lewat ;TribunMadura;normal
340;2022-03-16 03:55:33+00:00;Masih Langka, Pemerintah Naikkan HET Minyak Goreng ;bogordaily.net;normal
341;2022-03-16 03:21:54+00:00;Lagi dan lagi korban jiwa yang tak seharusnya berjatuhan terjadi. Harus segera diusut oleh Pemerintah dan harus bergerak cepat agar minyak goreng tidak langka ;Fetty Rohani Abidin, SE;normal
342;2022-03-16 02:58:45+00:00;salam reformasi, minyak goreng di Malaysia ngak langka padahal NKRI punya lahan sawit jutaan H, disini kewalahan nya Sistim pemerintahan dari pusat,Karna ngak Ada koalasi partai oposisi di Dalam pemerintah yg mengawasi perjalanan pemerintahan ;Abd Razak bin Mohd thaib;negatif
343;2022-03-16 02:46:13+00:00;Pemerintah telah melakukan berbagai skema kebijakan untuk mengatasi kelangkaan minyak goreng. Terbaru, pemerintah mencabut Harga Eceran Tertinggi (HET) Rp 14.000 per liter untuk minyak goreng kemasan, sementara minyak goreng curah akan disubsidi. TopNews  ;kumparan;normal
344;2022-03-16 02:14:57+00:00;Pemerintah mending g usah subsidi harga minyak goreng tapi stok barangnya melimpah.  Daripada disubsidi tapi barangnya langka. Cukuplah Hamba lelah ngurus 2 balita dan pasien2 dirumah . Ditambah skrg kudu keliling supermarket nyari2 minyak, diwarung2 jg udah ga ada pula.;nur hasanah;negatif
345;2022-03-16 01:30:33+00:00;Masalah kelangkaan minyak goreng di Indonesia masih belum teratasi. Kini pemerintah membuat kebijakan baru. ;kumparan;normal
346;2022-03-16 01:28:42+00:00;FAKTA  Indonesia adalah penghasil CPO terbesar di dunia!Kalau sampai di Indonesia sendiri LANGKA, artinya Pemerintah menyembunyikan FAKTA diatas.Sekarang silahkan pemerintah buktikan sebaliknya FAKTA diatas, setelahnya baru ngomong kalau minyak goreng LANGKA di dlm negeri.;🏴MAJOR JOKO;negatif
347;2022-03-16 01:19:53+00:00;Sdh jelas langka nya minyak goreng ini target pak  turun. Kmrn partai2 dan partai pro pemerintah ikut jual minyak goreng murah skrg kelompok intoleran. Logika aja mrk dpt begitu banyak migor pdhl dipasaran tdk ada.;🇮🇩 Ishak Sitorus 🇮🇩;normal
348;2022-03-16 00:20:08+00:00;Ombudsman RI akan memeriksa dugaan maladministrasi kebijakan pemerintah terkait minyak goreng. ;Kompas.com;normal
349;2022-03-15 23:39:00+00:00;Antrean minyak goreng belakangan kembali tampak di beberapa daerah. Sudah langka, harganya pun tak sesuai Harga Eceran Tertinggi (HET) yang ditetapkan pemerintah.merahputihcom minyakgoreng updateinfo ;newsmerahputih;normal
350;2022-03-15 23:25:35+00:00;Minyak Goreng Masih Langka, Pemerintah Akhirnya Beri Subsidi untuk Minyak Kelapa Sawit Curah ;Pikiran Rakyat;normal
351;2022-03-15 23:09:16+00:00;Jdi jgn nyalah2in pemerintah ya, udah fix minyak goreng langka coz ada yg nimbun. Anjirr.;💟 Luthfy 🇮🇩;normal
352;2022-03-15 20:33:40+00:00;"Salahnya mereka buat nama dagang ""Kita 212"", coba pakai merek palu arit..Jelas2 minyak goreng langka harga selangit, ni ada yg cuma re-packaging dan dijual sesuai HET yg ditetapkan pemerintah pun mereka grebek.";SavePalestine;normal
353;2022-03-15 20:33:03+00:00;Minyak Goreng Masih Langka dan Semakin Mahal, Apa yang Harus Dilakukan Pemerintah? ;Trenasia;normal
354;2022-03-15 20:09:45+00:00;Brg2 langka mndag impor dri LN dpat fee prkaya dri msuk kntong pribadi pa jokowi dikadalin diekspor sawit;-;negatif
355;2022-03-15 19:36:17+00:00;Tuh berita covid di China makin menjadi-jadi lagi dah naek. Tambah lagi si Omicron dah beranak katanya. Pemerintah sukanya ngasih angin segar ya )Sama kek harga minyak goreng diturunin, eh ga lama jadi langka.Banyak angin segar di bumi pertiwi ini );Yupii Burger Enak;negatif
356;2022-03-15 19:25:37+00:00;Alur minyak itu pabrik-distribitor dibagian ini yg menjual ke berbagai ritel,agen, besar,dari agen kemudian ke pasar-pasar rakyat.utk kebutuhan industri biasanya langsung antar pabrik.langka nya minyak goreng krn harga di standar pemerintah distributor tdk bisa main harga lagi.;Le_gori;normal
357;2022-03-15 17:18:10+00:00;Rakyat kecil sebenernya ingin didunia nyata itu ada kenyataanya,,Dan nyatanya minyak goreng yg harga standar pemerintah itu langka setidaknya sampai tulisan ini dibuat,,,Dan dari zaman presiden SOEHARTO baru kali ini terjadi deh kayanya,,,;Wisnu;bot
358;2022-03-15 17:06:20+00:00;Heemm dari zaman presiden SOEHARTO  baru krasa sekarang  yg namanya MINYAK goreng harga standar pemerintah langka,,,Ini yg perlu dipersalahkan siapa???Heran heran dan heran bgt,,,,;Wisnu;bot
359;2022-03-15 16:08:17+00:00;Kalau pemerintah memperhatikan dengan sungguh-sungguh saya tidak yakin karena sudah sebulan lebih minyak goreng langka kok pak.;Venny25;negatif
360;2022-03-15 15:08:58+00:00;Minyak Goreng Langka, Iwan Fals Kritik Pemerintah Lewat Lagu ;CNN Indonesia;normal
361;2022-03-15 14:00:01+00:00;Masyarakat masih terkatung-katung mengenai pasokan dan harga minyak goreng, bahkan harganya mencapai Rp70 ribu/liter di Kendari. Pemerintah telah menetapkan berbagai kebijakan, tetapi hasilnya belum efektif.  Infografis CNNIndonesia ;CNN Indonesia;bot
362;2022-03-15 13:13:12+00:00;Ombudsman Republik Indonesia mengusulkan kepada pemerintah untuk melepas penetapan harga eceran tertinggi (HET) pada minyak goreng kemasan.  ;DetikFinance;bot
363;2022-03-15 13:11:06+00:00;Ombudsman Republik Indonesia mengusulkan kepada pemerintah untuk melepas penetapan harga eceran tertinggi (HET) pada minyak goreng kemasan.  ;detikcom;bot
364;2022-03-15 13:00:31+00:00;Sependek yg saya dpt infonya ttg satu harga utk semua merk minyak goreng yaitu 14rb yg premium dan 11rb yg curah. Barangkali minyak goreng premium yg harganya di atas 14rb, sblm langka, kekurangannya disubsidi pemerintah.Yg aneh si Lutfi nya;Nisma Malik Mokhtar;normal
365;2022-03-15 12:24:13+00:00;Subsidi terus, tapi migor ttp langka karna dieksprot.   nya asal mangap dowang dan presiden Sibuk kemah. ;SOERYAWAD1;negatif
366;2022-03-15 11:09:22+00:00;karena distribusi , export dan produksi migor kan biasanya datanya lebih lengkap di pemerintah pusat. jadi bisa tau itu minyak goreng bisa langka karena apa? kalau pemerintah daerah yah gak gitu x ngurusin pabrik2 migor di daerahnya.;ganda rental motor medan;normal
367;2022-03-15 10:36:27+00:00;Bos jangan memanfaatkan situasi buat ngejelekin org yg  km benci .minyak goreng langka krn ada oknum yg bermain nimbun...apa km ga lihat di kampung2 org dpt pkh?mulai dr beras ayam telor bawang merah bawang putih dll dpt gratis dr pemerintah????;Jun coner NKRIFlag of Indonesia;negatif
368;2022-03-15 10:25:03+00:00;Pemerintah fokus melayani terhadap kelompok masyarakat yang rentan terhadap kemahalan ;Republika.co.id;negatif
369;2022-03-15 10:20:45+00:00;Waktu itu, beras ada di posisi langka;-;bot
370;2022-03-15 09:29:21+00:00;Hai Pemerintah! Inilah Curhatan UMKM di Boyolali Akibat Minyak Goreng Langka, Karyawan Pun Terancam ;𝙁 𝙖 𝙟 𝙖 𝙧;normal
371;2022-03-15 09:11:06+00:00;Ombudsman Ungkap 4 Dugaan Penyebab Minyak Goreng Langka, Salah Langkah Pemerintah Hingga Produsen Tak Mau Rugi ;Pikiran Rakyat;normal
372;2022-03-15 08:00:17+00:00;Berita terbaru Minyak Goreng Langka, Arly Dondokambey Minta Pemerintah Segera Aktifkan Satgas Pangan  SatgasPangan;BeritaManado;normal
373;2022-03-15 07:04:51+00:00;Maksudmu urusan minyak goreng langka urusan kecil? banyak warga yg butuh barang tersebut, berbulan bulan aja pemerintah gk becus ngurusnya. Sibuk air kendi. ;Mentari Rahayu;negatif
374;2022-03-15 07:00:01+00:00;Dari masyarakat dihadapkan situasi langka dan tingginya harga minyak goreng di pasaran. Ini yang buat Pemerintah turun untuk mencari taunya SikatPenimbunMigor ;Rere;normal
375;2022-03-15 07:00:00+00:00;Dimana ada minyak murah, disitu pasti jadi antrean panjang. Sejak adanya subsidi pemerintah, malah langka ya minyak goreng heran SikatPenimbunMigor ;Airin Nov;negatif
376;2022-03-15 06:47:16+00:00;Monggo dibaca ya Pak. Kalau soal distribusi lamban dan langka coba tanya jg ke pemerintah yg lebih wajib mengurus ;ebynews.id;normal
377;2022-03-15 04:51:20+00:00;Sebelum diborong demokrat,minyak goreng sudah langka.wajar bila menyalahkan pemerintah.dan juga demokrat melakukan aksi untuk mambantu rakyat,daripada PDIP yg dulu selalu demo,tapi sekarang sama sekali tidak terlihat moncong putihnya.boro2 PDIP bantu rakyat.;Suwanto;negatif
378;2022-03-15 04:39:45+00:00;Liat poto nya,malih...Yang dijual ibas itu minyak goreng curah. Minya goreng yang langka itu minyak goreng sawitMinyak goreng curah mo dilarang pemerintah dam di apihkam ke minyak goreng kemasanYg dijual partai lain itu minyak goreng kemasan bkn curah;andri purnamajati;normal
379;2022-03-15 04:32:35+00:00;Pesen ke Pemerintah pusat, Minyak goreng Langka, gula juga langka di Bangka Balitung...sdh ngantri spt beli tiket 121 Nobar.....;ferigart beli;negatif
380;2022-03-15 03:44:39+00:00;Satu hal yg sangat menyedihkan selain minyak goreng langka,JKA (jaminan kesehatan Aceh) sudah tidak di perpanjang oleh pemerintah Aceh mohon kiranya mas Agus ada masukan untuk Pemda Aceh berhubung warga sangat membutuhkan jaminan tsb untuk berobat.;Wafi Al shadiq;bot
381;2022-03-15 03:20:15+00:00;Minyak goreng ngga langka. Melimpah, cuman harganya ga sesuai yg ditetapkan pemerintah ;raf;normal
382;2022-03-15 02:56:16+00:00;Saya pedagang, minyak goreng langka ini semenjak pemerintah menetapkan HET 14K.. sebelumnya walaupun harga mahal, berbagai merek tersedia dengan lancar.;wahyudiarto...;normal
383;2022-03-15 01:36:56+00:00;menurutku kebijakan pemerintah nurunin harga minyak goreng salah banget. itu orang ngantri bkn sekedar karna murah tapi juga karna migor udah langka, bener2 ngabisin waktu, emosi dan tenaga pastinya.;Angela Merici Par;negatif
384;2022-03-15 00:48:48+00:00;eh kok aku ga ngerti tentang kebijakan minyak goreng 1 harga yg ditetapkan pemerintah ya. Skrg di byk wilayah harga minyak melambung dan langka. Ga mgkn yg begini ga dikalkulasi dan dimitigasi resiko dong, pemerintah pinter2 smua loh orgnya disitu.;Thomson Napitupulu;normal
385;2022-03-14 22:56:37+00:00;sdri blg bahwa minyak mudah ditemukan di beberapa tempat..artinya di sini ada upaya membantu pendistribudian ke tempat yg langka..sebab smua ini kan dr pemerintah.. mengapa bs tjd pendistribusian minyak goreng yg tdk merata? ;Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru);bot
386;2022-03-14 22:55:21+00:00;sdri blg bahwa minyak mudah ditemukan di beberapa tempat..artinya di sini membantu upaya pendistribudian ke tempat yg langka..sumber smua ini kan dr pemerintah.. mengapa bs tjd pendistribusian minyak goreng yg tdk merata?;Dr. Susilawati SE.,MM.,MA.,M.Han/Sisi (Mawar Biru);bot
387;2022-03-14 22:54:54+00:00;Kalo udah langka begini....kalian kemana ????? ;Joe Hans;normal
388;2022-03-14 22:17:22+00:00;purwono salam reformasi, minyak goreng langka , ini lah akibatnya Sistim pemerintahan dari pusat, presiden Dan kabinetnya kewalahan meladani rakyat,beda jika koalasi prabowo-sandi jadi pemerintah di prov yg mereka menangi rakyat NKRI bisa Aman makmur;Abd Razak bin Mohd thaib;bot
389;2022-03-14 18:27:39+00:00;Bukan hanya langka tapi jg mahal...pemerintah belum mampu atasi ya, lbh sibuk urus IKN....sabar ya emak2...Minyak Goreng Langka di Negara Produsen Kelapa Sawit Terbesar di Dunia  lewat  Online;ANDI NURPATI;negatif
390;2022-03-14 18:26:24+00:00;penimbun kok ga salah kan bukan distributor/pedagang.kan dia anggota dpr seharusnya dia memanggil distributornya,memanggil pemerintah berarti dia ikut membuat langka minyak goreng demi merusak kerja pemerinta dan mengalihkan perhatian rakyat pd partai keluarga.kuda hitam.;6TA6EL 4K4HAN.🎯♥️;negatif
391;2022-03-14 15:18:00+00:00;Lah pemerintah nya goblog.Ga mampu ngurusin minyak goreng.Tiap tahun kebun sawit nambah,Ironisnya minyak goreng nya langkaUdeh gitu nyalahin rakyat Krn panic buying.Dongok cebong;Tauviq;negatif
392;2022-03-14 15:12:22+00:00;1.Minggu ini kita disuguhi adegan lucu dari petinggi Partai Demokrat yang kebetulan. Anak mantan presiden SBY , pertama- tama diisyukan minyak goreng langka dengan narasi-2menjatuhkan pemerintah tak lama kemudian Ibas dengan percaya diri membagi- bagikan 16 ton minyak goreng;Shery🍃#2022;negatif
393;2022-03-14 14:37:29+00:00;goreng masih langka dan mahal, padahal bulan puasa sudah tinggal dua pekan lagi. PB HMI mendesak pemerintah agar mengatasi masalah bahan pokok.;Agus wanter;normal
394;2022-03-14 14:03:16+00:00;Semua sibuk dg berita minyak goreng langka, bbm solar langka, lpg non subsidi naik, pertamax naik, hingga afiliator2 ditangkap.Sampai lupa kalau pemerintah sudah resmi menaikan tarif PPN sudah jadi 11% sejak awal maret 2022 ini.;oscar yenas;negatif
395;2022-03-14 11:50:31+00:00;Minyak goreng dan dua penjahat*Terhitung sejak Januari 2022 pemerintah menggelontorkan minyak subsidi 250 Jt liter/bulan dengan anggaran mencapai 7,6 T.Nyata minyak goreng tetep langka. ;Ngali Mahfud Jamaludin;normal
396;2022-03-14 11:43:16+00:00;Masalah yang paling  utama ialah  , mengapa pemerintah  mendadak  mematok  harga Minyak goreng Jokowi Ambil Keputusan soal Minyak Goreng Langka Usai Kemah di IKN ;Zakaria Halim;normal
397;2022-03-14 10:18:11+00:00;DPP LDII meminta pemerintah dapat mengawasi ketat produksi minyak goreng, agar mencukupi kebutuhan nasional dan terdistribusi dengan baik. Dengan pengawasan ketat, tidak lagi terjadi antrean.MinyakGorengLangka ldiiuntukbangsa dprri ;LDII Jatim;normal
398;2022-03-14 09:03:31+00:00;Kalo dipikir2 minyak goreng kan produk swasta. Jd bebas dong mereka mau jual kemana aja kan bukan milik negara jd gk diatur penjualanya sama negara, tapi kok minyak goreng langka nyalahin pemerintah.;Adit;normal
399;2022-03-14 08:02:26+00:00;Presiden kemarin ketika di Yogyakarta mengecek langsung ketersediaan minyak goreng di sejumlah lokasi pasar;-;normal
400;2022-03-14 07:52:57+00:00;Tangkap dan tindak para anjing yg bermain2 dgn minyak goreng...jgn cm ancam sana acam sini.Minyak goreng langka itu nyata bahkan sdh merenggut nyawa, tapi tindakan pemerintah buat para anjing garong2 busuk yg bermain2 dgn minyak goreng blm tampak.;D 4 NI;negatif
401;2022-03-14 07:46:41+00:00;Sekjen PKS Minyak Goreng Langka, Sudah Berfikir Bangun IKN. PKS minta Pemerintah fokus untuk mengawal dan menjaga kebutuhan pokok di dalam negeri, ketimbang mengutamakan wacana perpindahan ibu kota negara (IKN) baru. ~ 15 ;DPP PKS;normal
402;2022-03-14 07:13:27+00:00;jokowi Saya mengecek langsung ketersediaan minyak goreng di sejumlah lokasi pasar dan toko swalayan di Yogyakarta, kemarin. Situasi ini -- minyak goreng langka di pasar -- tidak boleh dibiarkan terlalu lama. Pemerintah akan mengambil jalan keluar;Aly Sangadji;normal
403;2022-03-14 07:02:03+00:00;Kan memang sudah lama sekali minyak goreng langka di pasar pak..harusnya pemerintah hadir melakukan action sudah dari beberapa bulan yg lalu..apalagi ini mendekati puasa dan lebaran, pasti semakin naik harga2.. cc om ;Mufi K M;normal
404;2022-03-14 06:34:59+00:00;Saya mengecek langsung ketersediaan minyak goreng di sejumlah lokasi pasar dan toko swalayan di Yogyakarta, kemarin. Situasi ini -- minyak goreng langka di pasar -- tidak boleh dibiarkan terlalu lama. Pemerintah akan mengambil jalan keluar selekasnya. ;Joko Widodo;normal
405;2022-03-14 06:34:40+00:00;pemerintah jangan selalu membuat stigma rusia-ukraina perang menjadikan kenaikan harga segala aspek , minyak goreng langka aja ditimbun. sekarang hutan dibakar untuk bisa memproduksi minyak dari kelapa sawit kan?;MR.STARK;negatif
406;2022-03-14 05:49:34+00:00;negara lagi pandemi, rakyat lagi susah, karyawan banyak kena PHK, minyak goreng langka tapi yang di urus TOA mesjid, Logo HALAL, *IKN (yang gak ada urgensinya sama sekali cuma ngejar legacy) aneh memang pemerintah burkinafaso.;Muhammad Reza Aditya;negatif
407;2022-03-14 05:22:36+00:00;Minyak Goreng Langka, Ali Rasyid Minta Pemerintah Daerah Lakukan Sidak ;KAPOL.ID;bot
408;2022-03-14 05:06:10+00:00;Kenapa minyak goreng langka dan mahal? Ini penyebab minyak goreng langka yang sekaligus juga menjadi biang kerok kenapa minyak goreng mahal. ;Kompas.com;normal
409;2022-03-14 05:04:02+00:00;Daftar Alasan Minyak Goreng Langka dan Mahal Versi Pemerintah ;Kompas Ekonomi;normal
410;2022-03-14 02:59:45+00:00;Bukan langka itu minyak goreng tapi emang sudah di siapkan untuk cari simpati. Jahat sekali kalian, eh pemerintah juga ga berdaya apa emang bermain;Dd_sRB9;negatif
411;2022-03-14 02:41:35+00:00;Anggota DPRD Kota Tegal yang juga Bendahara DPP PAN PAN Aljupri apresiasi pemerintah bebaskan syarat PCR dan Antigen untuk perjalanan. Namun juga sayangkan minyak goreng masih mahal dan langka.SuaraPAN;Berita PAN;normal
412;2022-03-14 02:26:43+00:00;Minyak goreng langka, harusnya sejahtrwkan dulu rakyat, bukan mentingin yg gk penting buat rakyat..qmpun dh pemerintah..;firman sidik;negatif
413;2022-03-14 02:14:40+00:00; kalo Pemerintah beneran kerja Minyak Goreng tidak langka di pasaran dan harganya normal;ZuL M. Ajhie;negatif
414;2022-03-14 01:02:40+00:00;Politkus PDIP itu meminta penegak hukum mengusut para oknum nakal yang memanfaatkan keadaan membuat minyak goreng semakin langka. Selain itu, Puan juga meminta Pemerintah tegas menindak pihak penjual yang menjual minyak goreng di atas HET. PuanAdalahHarapanPeduli Dan Melayani ;favyourboyshehe;bot
415;2022-03-14 00:22:35+00:00;Disentil Kemah daripada Atasi Minyak Goreng Langka, Pemerintah Pasti Dirumuskan Setelah Kemah ;Pikiran Rakyat;normal
416;2022-03-14 00:07:52+00:00;Minyak Goreng Langka Jelang Ramadhan, DPW PRIMA Sultra  Pemerintah Jangan Tinggal Diam IndonesiaPRIMAMenangkanPaancasila ;R i s t a n;normal
417;2022-03-13 17:25:27+00:00;Minyak Goreng langka akibat export over yg sangat berlebihan, diduga pemerintah bermain dgn pengusaha utk mengejar PPN dan pajak lainnya bersumber dari CPO dan Refinery karena harga yg cuan besar,Mengabaikan prinsip-prinsip sila ke 5 Pancasila   ;Sumatera Utara Watch;negatif
418;2022-03-13 16:13:10+00:00;Soal minyak goreng langka memang adalah fakta.Bahkan sudah ada yang meninggal dunia saat antre mendapatkan (beli) minyak goreng.Terlepas hal pemilu dan politik apapun, masalah kelangkaan ini harus segera dibereskan pemerintah, misalnya dengan menembak mati para penimbunnya.;Aryoko;negatif
419;2022-03-13 15:32:43+00:00;Minyak goreng langka, udah terlalu lama. Pemerintah tak berdaya sepertinya, tapi parpol banyak lakukan aksi bagi-bagi atau jual murah. Pemerintah dikangkangin parpol.;Sammy Notaslimboy;negatif
420;2022-03-13 14:30:01+00:00;"""Usut punya usut ternyata ditimbun. Oleh siapa? Konon oleh tujuh konglomerat tambun. Aku kesal, kok konglomerat tega? Aku resah, kok polisi tak berdaya? Aku marah, kok pemerintah begitu mudah dipermainkan? Aku geram, kok kasus itu terus berulang?""  ";🇮🇩 Aldi Djayadireja 🇮🇩;negatif
421;2022-03-13 13:55:05+00:00;Negeri ini sengaja dibuat gaduh, biar Fokus dan Fikiran Rakyat nya Terpecah, dari mulai pernyataan Si Yaqut, minyak goreng Langka, isu Pemilu diundur, Pembunuhan dokter, terus saja isu Baru akan bermunculan, padahal inti semua itu adalah Kegagalan Pemerintah. Jokowi harus mundur;@Riezonenabe;negatif
422;2022-03-13 13:20:35+00:00;Minyak Goreng Langka Jelang Ramadhan, DPW PRIMA Sultra  Pemerintah Jangan Tinggal Diam selengkapnya ;-;bot
423;2022-03-13 13:05:10+00:00;Minyak Goreng Langka Jelang Ramadhan, DPW PRIMA Sultra  Pemerintah Jangan Tinggal Diam selengkapnya ;-;bot
424;2022-03-13 12:12:25+00:00;Mahal dan Langka Minyak Goreng, Pemerintah Harus Galakkan Pengusaha Kecil;Telisik ID;normal
425;2022-03-13 11:38:32+00:00;Bukan mslh khawatir capresnya..sesuai gak konstitusi? Kondisi negara diambang kehancuran, kemiskinan meningkat, indikasi pemerintah gagal, tau diri lah..minyak goreng langka..antriannya merenggut nyawa..tobat kami rakyat ini..solusinya jgn kan tambah periode klo bisa ganti skrg;Miss Ranta;negatif
426;2022-03-13 11:17:10+00:00;Sy tanya balik anda sudah pernah cari di media blm hal baik yg sdh dilakukan pemerintah ??Oh iya sy tertarik tuh dgn nomor urut 13 yg anda share,sy minta link beritanya dongPertanyaan sy blm anda jwb, minyak goreng di tempat anda masih langka ?;john hendrik;normal
427;2022-03-13 10:03:32+00:00;yang egois itunegara penghasil sawit terbesar duniaminyak goreng langkapemerintah salahkan konsumen dalam negeri.anda belom minum jamu wahai pak mentri?;USTADZ DEMOKRASI;negatif
428;2022-03-13 09:35:53+00:00;Solusi minyak goreng langka versi pemerintah  Berkemah bersama seluruh gubernur;Luthfi Vip;negatif
429;2022-03-13 09:29:00+00:00;Semua partai Menjual atau menbagikan Migor disaat langka Emang betul , tetapi salah Hasilnya Hahaha , PKS udh sejak Kelangkaan muncul Udh Angkat bicara untuk pemerintah Menangani kelangkaan Minyak Goreng.;Firman Nurhuda;normal
430;2022-03-13 08:49:50+00:00;Sejumlah komoditas menghilang dari pasaran. Selain minyak goreng, gula pasir juga ikut langka. Ketua DPD RI, AA LaNyalla Mahmud Mattalitti, meminta pemerintah memberikan penjelasan mengapa kondisi tersebut bisa terjadi. LaNyalla Gula ;Syakila Mehru Nissa;normal
431;2022-03-13 08:16:11+00:00;Narasi omong kosong... ini bro.. ada data pendukung.. atau bukti ngk... yg harus dipikir kan pemerintah saat ini minyak goreng ngk langka ..Begitu cebong.. bkan;Rikoiswandi;negatif
432;2022-03-13 06:23:55+00:00;Negara sawit terbesar minyak goreng langka seharusnya kau mikir buzzerp kemana hasil dari sawit itu kalo pemerintah yg bagus gak bakal itu langka minyak goreng kalo ada main belakang sama kapitalis jadi kekgini langka dan elu masih bela?wajar gaji lu dari belain mereka;Dhani;negatif
433;2022-03-13 05:16:13+00:00;Dugaan sebelum terjadi fenomena Minyak Goreng langka..., Katanya telah di eksport ke luar negeri 450.000 Ton., bikin Resah Rakyat itu Gejala penyakit tidak Kondusif, bisa mengganggu suasana kondusif Rakyat yg bikin Vertigo Pemerintah.., Apa terpikir oleh KPK...50RB.TON;Teguh Setia Prabowo;negatif
434;2022-03-13 04:53:59+00:00;Pemerintah bahkan tidak bisa menghadapi permasalahan yang sebenarnya sangat sederhana, yaitu tidak bisa membedakan antara sebab dan akibat;GBHN;normal
435;2022-03-13 03:19:01+00:00;Kebijakan DMO dari pemerintah lah yang membuat perusahaan sawit ini enggan menjual sebagian besar CPO nya di Indonesia. Alhasil minyak goreng pun langka sampai sekarang. Begitu kata paklek Sudir.;pejabat negara;negatif
436;2022-03-13 02:53:47+00:00;Indonesia kan penghasil sawit terbesar di dunia. Kok minyak goreng LANGKA. Pemerintah kan gak pecus ngatur. Kalah sama pengusaha sawit. Terus cebong dungu tetap aja tepuk tangan. Padahal istrinya antri minyak goreng. TAI LO BONG. kata Ahok;Ahmad H;negatif
437;2022-03-13 02:33:37+00:00;Anjuran Pemerintah Karena minyak goreng  langka maka diinstruksikan untuk seluruh rakyat Indonesia untuk mengganti migor dengan air , semua gorengan tidak digoreng tapi direbus, terimakasih.Ttd.Presiden wakanda;Semogasemuanyasehat;normal
438;2022-03-13 02:04:49+00:00;Ini dia yg saya curigai selama ini, ternyata minyak goreng langka dipasaran karena semua diborong oleh partai pendukung koalisi pemerintah, untuk kegiatan politik, ini cara licik dan melanggar aturan ;Yudi Setiawan;negatif
439;2022-03-13 01:58:51+00:00;Regulasi dan komunikasi yg buruk dari pemerintah juga harus bisa kita akui bersama, bukan sebatas hanya memuji, memuja dan menjilat saja bisanyaMasa udah lebih 1 bulan program subsidi minyak tapi stok masih susah, minyak goreng langka, solar susah, padahal kita penghasil sawit;Nanda;negatif
440;2022-03-13 01:30:58+00:00;Minyak Goreng Mahal dan langkaMinyak Solar pun begituSehingga barang kebutuhan sehari2 pun mulai naik,mana perhatian pemerintah yang katanya berpihak rakyat;NUR MHD AZMI YUNERTI;negatif
441;2022-03-13 01:18:03+00:00;[POPULER MONEY] Pemerintah soal Softbank Batal Investasi di IKN | Sampai Kapan Minyak Goreng Langka ;Kompas Ekonomi;normal
442;2022-03-13 00:52:14+00:00;Pemerintah Tolol.Presiden nya lebih tolol.Salah satu Negeri penghasil CPO terbesar,Tiap tahun kebun sawit bertambah.Tapi ironisnya minyak goreng langka di negeri sendiri.Mundur aja sampeyan.;Tauviq;negatif
443;2022-03-13 00:27:11+00:00;Pinter2 si mba mensiasati minyak goreng langka.Aku padamu mba..AssalamualaikumPagi tweeps, tetaplah menggoreng walau minyak goreng langka, paling ga jgn kalah sama pemerintah yg sibuk menggoreng isu 3 periode..;tintin jumhana;negatif
444;2022-03-13 00:00:00+00:00;For your info nih! Pemerintah Kota Sorong, Provinsi Papua Barat, menyebutkan, minyak goreng di daerah tersebut tidak langka dan stok aman hingga April 2022. PapuaDamaiTanpaProvokasi PapuaIndonesia ;lila;normal
445;2022-03-12 17:09:47+00:00;Rakyat indonesiaMati di lumbung kebun sawitTapi minyak goreng langkaPemerintah mana pemerintah;Bukan Lee Min-Ho;negatif
446;2022-03-12 16:45:07+00:00;PB HMI Desak Pemerintah Segera Bertindak Atasi Minyak Goreng yang Mahal dan Langka;Kahmi Jakarta Utara;normal
447;2022-03-12 16:20:24+00:00; Minyak goreng lagi panas semua menghindar, klw minyak goreng lagi langka semua pada ngumpul. Menyalahkan pemerintah padahal mereka jg bertanggung jawan ata kemanusiaan;Lalu Sapuin;normal
448;2022-03-12 14:11:02+00:00;ingess 85Ferdy   Indonesia kan penghasil sawit terbesar di dunia. Kok minyak goreng LANGKA. Pemerintah kan gak pecus ngatur. Kalah sama pengusaha sawit. Terus cebong dungu tetap aja tepuk tangan. Padahal istrinya antri minyak goreng. TAI LO BONG. kata Ahok;Ahmad H;negatif
449;2022-03-12 13:04:35+00:00; Pemerintah harusnya yg malu, penghasil cpo terbesar di dunia kok minyak goreng langka, tp pendukungnya buta kayaknya.;Joko Narfendi;negatif
450;2022-03-12 12:58:27+00:00;dahlan  W lebih percaya MUI dri pada pemerintah.. Negara sawit minyak goreng langka.. Bumn lahan utang LN,, Entah gmna kerja versi pemerintah,, apa kerjanya cari cuan ja.. Termasuk ni Rebutin Cuan sertifikat Halal  JokowiMundurlah ;Seraching;negatif
451;2022-03-12 11:28:44+00:00;Makanya aku bingung, ini minyak goreng langka gara gara pemerintah, apa gara gara masyarakat sendiri;Charleen;normal
452;2022-03-12 11:14:25+00:00;" Nich akibat pemerintah ngk tanggap dgn keluhan masyrkat akhir y jatuh korban lg"" krn yg d utamakan oleh pemerintah";-;negatif
